Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	mutant_1	mutant_2	mutant_3	mutant_4	mutant_5	normal_1	normal_2	normal_3	normal_4	normal_5
11	GENE_0231	162.798885659615	-1.84390316945104	0.203331896171434	-9.06844033902287	1.20732748386591e-19	1.0975704398781e-17	81.8833282413503	55.8518334387065	74.8382117817562	87.4270292010602	51.20854425977	303.385743418637	295.179313238724	279.513846947114	186.812444241718	211.888561827318
12	GENE_0776	529.910679087369	1.64557623792491	0.182047855064481	9.03925090104494	1.57749102249858e-19	1.31457585208215e-17	965.404439965521	576.227452306655	795.295623710603	815.550645532278	864.144184383619	276.616413116992	212.726991105002	192.424962883473	312.207098595748	288.508979273803
13	GENE_0418	518.152998843165	1.65702468273821	0.193028653254755	8.58434566474078	9.13549013007774e-18	7.0273001000598e-16	1087.41059904513	826.87958286085	731.627294284333	778.361536096006	509.951753253543	285.53952321754	227.568409089072	197.401470544253	273.820979915943	262.968840124975
14	GENE_0699	188.088942626204	-1.66455651280406	0.201096925784684	-8.27738418331825	1.25910494061953e-16	8.99360671871093e-15	101.535327019274	106.254707517539	103.87990590602	63.2867300933048	78.9465057338121	389.642474390602	225.919362646397	292.784534042526	232.022761797933	286.617117114631
15	GENE_0509	158.07560501328	1.3424636099915	0.168294153762898	7.97688796654718	1.5006892412259e-15	1.0004594941506e-13	213.715486709924	272.44796799369	204.408847105394	195.732154927747	247.507963922222	94.1883843946747	93.9956472324427	79.6241225724716	83.5964362360198	95.5390390382103
16	GENE_0578	74.6158391330771	-1.68087002078177	0.223291637508989	-7.52768907753697	5.16461913741494e-14	3.22788696088434e-12	35.2098311437806	25.8825569594006	50.264470599687	32.6220258212911	33.0721848344348	97.1627544281908	123.678483200582	139.342214501825	79.3313119382637	129.592557903315
17	GENE_0773	169.968511279969	-1.68258987188014	0.230252903051335	-7.30757288869013	2.72010782642687e-13	1.60006342730993e-11	84.3398280885909	49.0406342388643	81.5401411950478	67.8538137082855	120.553447944875	369.813340833828	219.3231768757	199.889724374642	205.578991151845	301.752014388011
18	GENE_0354	103.17185191902	1.59774156690256	0.218956973021853	7.29705724760404	2.9412967117488e-13	1.63405372874933e-11	189.969321519933	159.382061276309	194.355952985456	136.360067932997	94.9491758149902	44.6155505027407	57.7166254936052	51.4239124947212	62.2708147472393	40.6750364222084
19	GENE_0602	317.735550962237	-1.26774175058997	0.175013180429553	-7.24369300345504	4.36629148562008e-13	2.29804815032636e-11	244.012318159224	155.295341756404	184.303058865519	177.463820467824	167.494613516331	426.326371470633	590.358626477447	434.615002374741	416.276131460997	381.210225073255
20	GENE_0288	100.296354068148	1.45093186614557	0.203052068123628	7.14561481472903	8.95939677805138e-13	4.47969838902569e-11	148.208824116844	126.688305117066	155.261364741255	147.451556712236	157.893011467624	30.7351570129991	51.1204397229074	68.8416893074494	65.6829141854442	51.080278297657
21	GENE_0567	57.7418957951309	-1.63423901215453	0.232767693229799	-7.02090135223851	2.20441461146161e-12	1.04972124355315e-10	27.0214983196456	25.8825569594006	23.4567529465206	29.359823239162	33.0721848344348	68.410510770869	131.923715413955	77.9652866855451	91.2736599719808	69.0529688097956
22	GENE_0926	104.282243086155	-1.42065629573111	0.211704401582606	-6.7105656996781	1.93871331030434e-11	8.81233322865608e-10	67.1443291579073	57.214073278675	44.679529421944	52.1952413140658	61.8769909805554	169.539091910415	163.255597824769	125.24210946295	200.460841994537	101.214625515728
23	GENE_0921	602.595080559422	1.13410578590074	0.171832995542132	6.60004664600443	4.11028435629178e-11	1.78708015490947e-09	705.015456158026	1044.8379572558	786.359717826215	763.355404218212	843.874135614127	368.821884155989	329.809288534887	427.150240883572	469.163672753173	287.563048194217
24	GENE_0271	59.5062834271864	-1.60287772521969	0.246549814390055	-6.50123273945705	7.96644681682426e-11	3.25748009292548e-09	13.9201658010296	35.4182358391797	48.0304941285898	25.4451801406071	26.6711168019635	87.248187649804	102.240879445815	70.5005251943759	93.8327345506345	91.7553147198654
25	GENE_0487	68.5805278048482	-1.43869353969654	0.22140824997645	-6.49792200538854	8.14370023231369e-11	3.25748009292548e-09	40.9416641206752	34.0559959992113	45.7965176574926	35.2317878869944	28.8048061461206	102.120037817384	90.6975543470938	102.847824989442	69.0950136236491	136.214075460419
26	GENE_0173	254.387362607812	1.20024517226816	0.187710557049696	6.39412716648853	1.61467011060325e-10	5.98025966890092e-09	351.279478155393	326.937561592428	294.884894184831	466.494969244463	330.721848344348	144.752674964447	169.851783595467	116.118512084854	204.725966292293	138.105937619591
27	GENE_0686	272.397514589291	-1.10993494996666	0.173461471228816	-6.39874055087732	1.56663781319068e-10	5.98025966890092e-09	158.034823505806	171.642219836025	207.75981181204	159.195486007901	166.427768844253	368.821884155989	397.420192684538	261.266652190922	451.250150702597	382.156156152841
28	GENE_0330	140.614322146026	1.29094505978147	0.202424659741647	6.3774100518637	1.8010776540698e-10	6.43242019310642e-09	154.759490376152	273.810207833659	175.36715298113	164.415010139307	229.371604496887	82.2909042606106	100.59183300314	77.1358687420819	87.8615605337759	60.5395890935194
29	GENE_0918	378.192513321434	1.11878693481096	0.183176697674868	6.10769245767692	1.0108188818392e-09	3.48558235116967e-08	559.263131888423	494.493061908548	490.357835405836	416.257049479675	631.572045870497	161.607438487705	214.376037547676	291.955116099063	278.93912907325	243.104287453664
30	GENE_0127	48.3881858840721	-1.75358944975077	0.293906791751733	-5.96648154776926	2.42424139318445e-09	8.08080464394816e-08	25.3838317548186	25.8825569594006	34.6266353020066	7.17684568068405	20.2700487694923	50.5642905697728	61.014718378954	92.0653917244203	65.6829141854442	101.214625515728
31	GENE_0874	46.0945135446611	-1.58020638521157	0.268434613572097	-5.88674599070346	3.9387334819555e-09	1.27055918772758e-07	24.5649984724051	27.244796799369	31.2756705953608	18.268334459923	13.868980737021	65.436140737353	103.889925888489	47.276822777405	47.7693921348685	81.3500728444167
32	GENE_0668	687.823721357924	1.2169656647561	0.210266551698289	5.78772826646398	7.13447002721445e-09	2.22952188350452e-07	856.499613404525	899.078294379178	919.281317856498	854.044636001402	1280.21360649425	390.633931068441	412.261610668608	390.655851371189	246.524184410303	629.04416792485
33	GENE_0431	31.650873929116	-1.48017340349199	0.258983535311562	-5.71531854992756	1.09498706065561e-08	3.31814260804731e-07	23.7461651899916	14.984638239653	8.9359058843888	15.6585723942197	19.2032040974138	39.6582671135473	47.8223468375586	43.959151003552	48.6224169944197	53.9180715364157
34	GENE_0482	639.366805557001	1.06422405906615	0.191934919559707	5.54471308038914	2.9443657842181e-08	8.65989936534734e-07	958.034940423799	961.741327017727	713.755482515556	749.001712856844	937.756466757038	419.386174725762	595.30576580547	273.707921342871	357.417416151962	427.560847972981
35	GENE_0943	178.975103543103	-1.21400750500568	0.220182975555197	-5.51363020662486	3.51506764826379e-08	1.00430504236108e-06	112.998992973063	145.759662876624	50.264470599687	102.433161078854	128.021360649425	193.334052178543	296.828359681398	257.948980417069	270.408880477738	231.753114498629
36	GENE_0541	45.7380747212543	1.22392901917166	0.233752959709324	5.23599367765711	1.64099569903141e-07	4.55832138619835e-06	67.9631624403208	72.1987115183279	73.7212235462076	58.0672059618982	45.8743208993773	28.7522436573218	41.2261610668608	24.8825383038974	23.8846960674342	20.8104837508973
37	GENE_0769	303.324492782049	-1.01515541921313	0.195591551400586	-5.19018031169463	2.10090535361386e-07	5.67812257733476e-06	227.635652510954	122.601585597161	241.269458878498	172.244296336417	240.040051217672	418.394718047924	357.843078060352	442.909181809373	489.636269382402	320.670635979736
38	GENE_0444	74.2445142097627	-1.11578954416262	0.217795189683249	-5.1231138106648	3.00530823310943e-07	7.90870587660375e-06	54.8618299217047	50.4028740788327	52.4984470707842	46.3232766662334	32.0053401623563	112.034604595771	59.3656719362796	126.071527406413	105.775082584352	103.1064876749
39	GENE_0230	560.264039707621	0.824513519900261	0.163095339635188	5.05540821549246	4.29471139728132e-07	1.10120805058495e-05	822.108615543157	524.462338387854	724.925364871042	729.42849736407	775.5960766011	408.480151269537	478.223468375586	405.585374353527	323.296421769913	410.534088540429
40	GENE_0206	311.035735984085	0.829152083558735	0.166752796050769	4.9723429123569	6.61485659349787e-07	1.65371414837447e-05	445.445305632946	332.386520952302	424.455529508468	368.62889178059	415.002577438553	190.359682145027	295.179313238724	243.019457434731	195.34269283723	200.537388872283
41	GENE_0820	524.109310217282	0.953102138414816	0.200147806882985	4.76199141653369	1.91691837969287e-06	4.67541068217774e-05	801.63778348282	459.074826069368	838.858164896999	561.098844126207	793.732436026435	241.915429392638	418.857796439306	340.061356819931	418.83520603965	367.021258879461
42	GENE_0572	79.159821611158	0.910858860158469	0.194335894249528	4.68703356976824	2.77193513231569e-06	6.5998455531326e-05	125.281492209266	87.1833497579809	98.2949647282768	108.957566243112	94.9491758149902	56.5130306368048	61.014718378954	59.7180919293537	40.0921683989075	59.5936580139332
43	GENE_0159	78.6997214401229	-0.934851469601232	0.199784564242127	-4.67929778833286	2.87859100552015e-06	6.69439768725616e-05	56.4994964865317	54.4895935987381	67.019294132916	43.7135146005301	51.20854425977	125.914998085513	70.9089970350006	102.018407045979	108.334157163005	106.890211993245
44	GENE_0239	201.043775325004	0.778397309394621	0.167794432525453	4.63899366432521	3.50109785057361e-06	7.95704056948548e-05	293.142315104034	303.779484312965	218.929694167526	232.921264364019	224.037381136494	132.855194830383	123.678483200582	155.93057337109	167.19287247204	157.970490290902
45	GENE_0613	352.740628944467	0.889851704952392	0.19209816568485	4.63227590841368	3.61667715956179e-06	8.03706035458175e-05	463.459637846043	431.830029269999	386.477929499816	346.445914222112	663.577386032853	203.24861895693	249.006012843839	293.613951985989	210.697140309152	279.049668477941
46	GENE_0071	47.8620829466069	-1.13700149524679	0.253170540338865	-4.49104976323442	7.08729881074568e-06	0.00015407171327708	23.7461651899916	50.4028740788327	30.1586823598122	20.8780965256263	26.6711168019635	56.5130306368048	84.1013685763961	82.9417943463246	51.1814915730734	52.0262093772432
47	GENE_0368	345.183463518318	0.70823798587756	0.158145404690731	4.4783975055272	7.52054638017047e-06	0.00016001162511001	374.206810062971	346.008919351987	465.784094223766	475.629136474425	476.879568419108	272.650586405637	296.828359681398	279.513846947114	226.904612640625	237.428700976146
48	GENE_0227	28.1993543652861	-1.29501417141728	0.292140757856167	-4.43284319832864	9.2998501618832e-06	0.000193746878372567	24.5649984724051	10.8979187197476	13.4038588265832	13.0488103285165	19.2032040974138	21.812046912451	37.928068181512	38.9826433427726	43.5042678371124	58.6477269343469
49	GENE_0380	335.069428598655	-0.893346731267977	0.203577445079756	-4.38824021451879	1.14271523504285e-05	0.000233207190825072	285.772815562313	299.692764793059	145.208470621318	209.433405772689	233.638983185201	312.308853519185	407.314471340585	478.574153378293	428.218479494714	550.531888319192
50	GENE_0426	28.3510338881026	-1.25057524270146	0.289295766463092	-4.32282593689806	1.54043265766969e-05	0.000308086531533938	15.5578323658566	29.9692764793059	11.169882355486	9.78660774638734	20.2700487694923	29.7437003351604	34.6299752961631	38.1532253993093	55.4466158708295	38.7831742630359
51	GENE_0622	183.258570100909	0.854614851719247	0.199101361796315	4.29236065493886	1.76783494273694e-05	0.000346634302497439	214.534319992338	179.815658875836	211.110776518685	251.842039340368	321.120246295641	155.658698420673	136.870854741978	85.4300481767143	139.043052106849	137.160006540005
52	GENE_0600	29.979198869126	-1.27978005354686	0.307317313907293	-4.16436040415518	3.12226586406111e-05	0.000589858723533817	11.463665953789	38.1427155191166	12.2868705910346	11.7439292956648	17.0695147532567	51.5557472476114	36.2790217388375	53.912166325111	41.7982181180099	25.5401391488285
53	GENE_0986	103.959894521443	0.947906893992371	0.227639556390009	4.16406932531686	3.12625123472923e-05	0.000589858723533817	135.107491598228	144.397423036656	173.133176510033	114.177090374519	113.085535240325	64.4446840595143	126.976576085931	58.0592560424272	56.2996407303807	53.9180715364157
54	GENE_0760	52.057121141491	-0.943362433808283	0.229661036920737	-4.10762942838174	3.99740781067378e-05	0.000740260705680329	32.7533312965401	34.0559959992113	30.1586823598122	55.4574438961949	23.4705827857279	71.3848808043851	64.3128112643029	62.2063457597434	76.7722373596101	69.9988998893818
55	GENE_0274	35.5831482668176	-0.920964869666384	0.229474153381294	-4.01337081364501	5.98577684326585e-05	0.00108832306241197	22.9273319075781	19.0713577595583	23.4567529465206	27.4025016898845	28.8048061461206	44.6155505027407	52.7694861655819	46.4474048339418	47.7693921348685	42.5668985813808
56	GENE_0324	92.7786569560821	0.913029183213935	0.235750202925838	3.87286700873448	0.000107562527730815	0.00192075942376455	142.47699113995	99.443508317697	90.4760470794366	138.317389482274	135.489273353975	67.4190540930303	52.7694861655819	95.3830634982733	34.1209943820489	71.8907620485543
57	GENE_0363	123.443073689167	0.73325621475718	0.193384474283495	3.79170157001463	0.000149618640104075	0.00257963172593233	168.679656177182	168.917740156088	167.54823533229	125.921019670184	140.823496714368	78.3250775492558	85.7504150190705	80.4535405159348	82.7434113764686	135.268144380832
58	GENE_0503	113.069093229801	-0.820912376705476	0.216385526486484	-3.79374900916376	0.000148389673668599	0.00257963172593233	103.991826866515	58.5763131186434	92.7100235505338	69.1586947411372	82.1470397500477	142.76976160877	176.447969366164	87.9183020071041	138.190027247298	178.7809740418
59	GENE_0117	62.6116715249411	-0.722750701927143	0.196247175835178	-3.68285912320165	0.000230632627413788	0.00385425960585897	46.6734970975697	43.5916748789905	55.84941177743	49.5854792483625	41.6069422110631	76.3421641935785	61.014718378954	91.235973780957	83.5964362360198	76.6204174464855
60	GENE_0685	75.2071222447459	-1.53350875648654	0.416468563751747	-3.6821716930372	0.000231255576351538	0.00385425960585897	66.3254958754938	13.6223983996845	58.0833882485272	20.2256560092005	34.1390295065133	78.3250775492558	145.11608695535	104.506660876369	130.512803511337	101.214625515728
61	GENE_0226	80.2799636275243	-0.767206500339474	0.208749200686269	-3.67525479291542	0.000237612159919999	0.00389528131016392	72.8761621348018	54.4895935987381	51.3814588352356	71.1160162904147	45.8743208993773	96.1712977503521	85.7504150190705	82.1123764028613	104.9220577248	138.105937619591
62	GENE_0746	511.410368728908	0.687295170634041	0.188402281997493	3.64801935171458	0.000264269737571867	0.00426241512212689	508.495468378786	548.982655507286	794.178635475055	675.275934500726	628.371511854261	262.736019627251	394.12209979919	500.139019908337	350.593217275553	451.209124962637
63	GENE_0636	46.7140425932013	0.821253183077346	0.225477997355043	3.64227637601455	0.000270237707521306	0.00428948742097312	45.0358305327427	59.9385529586119	56.9664000129786	55.4574438961949	81.0801950779692	37.6753537578699	36.2790217388375	30.6884639081401	37.5330938202538	26.4860702284147
64	GENE_0964	476.993160130262	-0.575578825108398	0.162304714718266	-3.54628530728455	0.000390702955509864	0.00610473367984163	393.039975558482	351.457878711861	364.138164788844	422.781454643933	384.064081948275	653.369950695691	456.785864620818	445.397435639763	641.47469438252	657.422100312437
65	GENE_0366	46.1540139629177	-0.925022120512346	0.262182478202522	-3.52816148071426	0.000418456797029151	0.00643779687737155	52.4053300744642	17.7091179195899	21.2227764754234	28.0549422063104	37.339563522749	79.3165342270945	70.9089970350006	56.4004201555007	45.2103175562148	52.9721404568295
66	GENE_0016	171.963009165141	-0.718920381371191	0.206424240201152	-3.48273236065024	0.000496324290228952	0.00752006500346896	112.998992973063	148.484142556561	123.985694145895	104.390482628132	160.026700811781	197.299878889898	275.39075592663	159.248245144943	157.809599016976	279.995599557527
67	GENE_1000	77.2124361428459	-0.624688851588889	0.181446194165372	-3.44283248520242	0.000575655765833747	0.00859187710199622	61.4124961810128	65.3875123184857	69.2532706040132	52.1952413140658	56.5427676201627	91.2140143611587	95.6446936751171	92.0653917244203	85.3024859551223	103.1064876749
68	GENE_0710	117.815327369614	-0.638841170157106	0.188221281936372	-3.39409637201953	0.000688554572051356	0.010125802530167	90.8904943478989	66.7497521584541	101.645929434923	102.433161078854	97.0828651591473	192.342595500704	141.817994070001	126.900945349877	121.129530056274	137.160006540005
69	GENE_0935	131.351104444839	0.649638160405669	0.193924424967613	3.34995532674218	0.000808245945995627	0.0117137093622555	210.44015358027	140.310703516751	131.804611794735	125.921019670184	192.032040974138	97.1627544281908	118.731343872559	110.312586480612	82.7434113764686	104.052418754486
70	GENE_0505	164.375298670685	-0.577245186798163	0.178402545631655	-3.23563312818412	0.00121373272037256	0.0173390388624652	147.389990834431	167.55550031612	107.230870612666	105.042923144557	134.422428681896	240.9239727148	184.693201579537	178.324857844598	184.253369663064	193.915871315179
71	GENE_0767	111.027592540905	-0.670838555014226	0.207912244003871	-3.22654665302798	0.00125293804311277	0.0176470146917291	99.8976604544474	85.8211099180125	67.019294132916	107.652685210261	66.1443696688696	191.351138822866	128.625622528606	139.342214501825	119.423480337171	104.998349834073
72	GENE_0756	454.009290394262	-0.474542914326757	0.14744590728799	-3.21842038924745	0.00128898747064193	0.0179026037589157	408.597807924338	445.452427669684	352.968282433358	360.79960558348	332.855537688505	612.720226904305	535.940093869191	534.14515559033	475.134846770031	481.478919509397
73	GENE_0513	181.23635590747	-0.772657022882083	0.244162766452806	-3.16451617135256	0.0015534102937655	0.0212795930652808	94.9846607599664	163.468780796214	110.581835319311	132.445424834442	169.628302860488	138.803934897415	207.779851776979	253.801890699753	375.330938202538	165.537938927592
74	GENE_0311	135.330228104018	-0.621159296304791	0.199055292295529	-3.12053645568278	0.00180521951703374	0.0243948583382938	101.535327019274	130.775024636971	104.996894141568	88.7319102339119	110.951845896168	142.76976160877	120.380390315234	175.836604014208	235.434861236137	141.889661937936
75	GENE_0146	83.8339257780215	-0.567056968310978	0.188936412441884	-3.00131118709265	0.00268819692962589	0.035562717070671	79.4268283941098	59.9385529586119	59.2003764840758	65.8964921590081	73.6122823734194	106.085864528739	79.1542292483728	95.3830634982733	93.8327345506345	125.80883358497
76	GENE_0182	113.909867517576	0.621108676479735	0.207059344032815	2.99966504472892	0.002702766497371	0.035562717070671	145.752324269604	171.642219836025	172.016188274484	101.780720562428	100.283399175383	73.3677941600624	93.9956472324427	102.847824989442	73.3601379214052	104.052418754486
77	GENE_0435	112.375348948906	-0.627078937700897	0.209656169419253	-2.99098728855872	0.00278077068451392	0.0361139049936873	92.5281609127259	85.8211099180125	126.219670616992	69.811135257563	67.2112143409481	154.667241742834	163.255597824769	152.612901597237	106.628107443903	104.998349834073
78	GENE_0903	117.47736536067	-0.575060781215142	0.193146923572042	-2.97732301700705	0.00290777473088953	0.0372791632165324	113.817826255477	93.9945489578232	69.2532706040132	104.390482628132	89.6149524545975	127.89791144119	122.029436757908	121.095019745634	141.602126685503	191.078078076421
79	GENE_0388	49.6650793941968	-0.692868549745847	0.233684108970647	-2.96497931672743	0.00302703280402493	0.0383168709370244	36.8474977086077	55.8518334387065	26.8077176531664	33.274466337717	38.4064081948275	83.2823609384492	61.014718378954	62.2063457597434	55.4466158708295	43.5128296609671
80	GENE_0944	20.4492938510018	0.827786113355637	0.28188993577534	2.93655788412171	0.00331876876901184	0.041484609612648	26.2026650372321	28.6070366393375	21.2227764754234	31.3171447884395	22.4037381136494	13.8803934897415	18.1395108694188	16.5883588692649	11.9423480337171	14.1889661937936
81	GENE_0281	17.6337675731135	-0.863137992555567	0.29720655702113	-2.9041687411163	0.00368229639663227	0.0454604493411391	13.9201658010296	10.8979187197476	13.4038588265832	14.3536913613681	9.60160204870688	20.8205902346123	21.4376037547676	29.8590459646768	22.1786463483318	19.8645526713111
82	GENE_0688	48.6042193889165	0.664449695045939	0.229293298417364	2.89781559091403	0.00375771465574398	0.0458257884846827	67.1443291579073	49.0406342388643	48.0304941285898	55.4574438961949	77.8796610617336	36.6838970800312	37.928068181512	25.7119562473606	50.3284667135221	37.8372431834496
83	GENE_0586	91.775185520052	0.574110023596717	0.199477311447531	2.87807179388281	0.00400114068769974	0.0482065143096354	110.542493125823	136.223983996845	131.804611794735	96.5611964310217	76.812816389655	70.3934241265464	56.0675790509307	72.9887790247656	79.3313119382637	87.0256593219342
84	GENE_0678	214.307990645009	-0.588040794087005	0.20492608293597	-2.86952634658391	0.00411087083283489	0.0489389384861296	133.469825033401	196.162536955457	252.439341233984	165.719891172159	110.951845896168	242.906886070477	212.726991105002	287.808026381746	244.818134691201	296.076427910493
85	GENE_0452	74.8994463221513	-0.683754990259625	0.240350261059767	-2.84482732510783	0.00444355044070893	0.0522770640083403	47.4923303799832	98.0812684777285	34.6266353020066	71.7684568068405	36.2727188506704	92.2054710389974	92.3466007897683	96.2124814417365	84.4494610955711	95.5390390382103
86	GENE_0087	122.510625610707	0.574084652459429	0.202624464550645	2.83324451335411	0.00460781251573802	0.0529633622498623	153.940657093739	163.468780796214	120.634729439249	127.225900703035	169.628302860488	105.0944078509	79.1542292483728	69.6711072509127	140.749101825952	95.5390390382103
87	GENE_0948	63.6573954306192	-0.644782637630505	0.227298791252037	-2.83671828644063	0.0045579809295523	0.0529633622498623	54.8618299217047	47.6783943988958	32.3926588309094	44.3659551169559	68.2780590130267	104.102951173062	82.4523221337217	54.7415842685742	68.2419887640978	79.4582106852442
88	GENE_0108	100.821911982152	0.608500238287865	0.218731832209696	2.78194642334684	0.00540339594165988	0.0614022266097713	131.013325186161	81.7343903981071	128.453647088089	132.445424834442	135.489273353975	119.96625801848	61.014718378954	92.0653917244203	67.3889639045466	58.6477269343469
89	GENE_0121	75.3396142280487	-0.568179767465522	0.205063222073223	-2.77075412022268	0.00559266410138221	0.0628389224874406	66.3254958754938	83.0966302380756	50.264470599687	54.8050033797691	50.1416995876915	64.4446840595143	95.6446936751171	91.235973780957	106.628107443903	90.8093836402791
90	GENE_0877	86.5126012261563	0.555162383588462	0.202104406349573	2.74690885575358	0.00601598503437549	0.0668442781597277	102.354160301688	130.775024636971	80.4231529594992	74.3782188725438	128.021360649425	64.4446840595143	75.8561363630239	72.9887790247656	72.5071130618539	63.3773823322781
91	GENE_0285	58.3803566665509	-0.623263306236876	0.229356391547222	-2.71744468088457	0.00657881519769187	0.0722946725021084	65.5066625930803	43.5916748789905	48.0304941285898	27.4025016898845	45.8743208993773	56.5130306368048	74.2070899203495	87.0888840636408	66.5359390449954	69.0529688097956
92	GENE_0876	474.208092504743	0.383001049539302	0.142388469917177	2.68983190676943	0.0071488017955788	0.0777043673432479	583.828130360828	463.161545589274	482.538917756995	580.672059618982	570.76189956202	398.56558449115	448.540632407446	435.444420318204	416.276131460997	362.29160348153
93	GENE_0474	29.7554153351871	-0.708206962356462	0.275627097776467	-2.56943881087779	0.0101863379305572	0.109530515382336	16.3766656482701	17.7091179195899	26.8077176531664	17.6158939434972	35.2058741785919	24.786416945967	37.928068181512	29.8590459646768	39.2391435393562	52.0262093772432
94	GENE_0667	268.776374124197	0.478392944010947	0.187701178941176	2.54869440197215	0.0108127003991281	0.115028727650299	271.03381647887	313.315163192744	351.851294197809	342.531271123557	282.713838100814	147.727044997964	313.318824108142	245.507711265121	219.227388904664	200.537388872283
95	GENE_0878	112.023112108203	-0.588680543594681	0.231308780065402	-2.54499869580495	0.0109278146392033	0.115029627781087	92.5281609127259	118.514866077255	77.0721882528534	66.5489326754339	94.9491758149902	83.2823609384492	120.380390315234	106.994914706759	160.36867359563	199.591457792697
96	GENE_0118	483.221257779457	-0.373891352599195	0.148310651333067	-2.52100135248906	0.0117021402292563	0.121399978430387	404.503641512271	484.957383028769	352.968282433358	467.799850277315	392.598839324903	577.027786502113	618.392416002912	500.139019908337	487.077194803748	546.748164000847
97	GENE_0453	73.4486510823626	0.513180218913008	0.203740557319121	2.51879265309561	0.0117757979077476	0.121399978430387	58.9559963337722	102.167987997634	71.4872470751104	91.994112816041	107.751311879933	55.5215739589662	64.3128112643029	61.3769278162802	62.2708147472393	58.6477269343469
98	GENE_0098	198.417840450149	-0.495113530487408	0.197534217799696	-2.50646969422515	0.0121943510793615	0.124432153871036	184.237488543038	129.412784797003	192.121976514359	185.293106664934	129.088205321504	295.454089995927	285.285034582677	211.501575583128	208.138065730498	163.64607676842
99	GENE_0561	45.4043871083583	0.556247910489733	0.224881850437171	2.47351179923317	0.0133792386003216	0.133792386003216	40.9416641206752	68.1119919984226	50.264470599687	61.3294085440273	50.1416995876915	36.6838970800312	34.6299752961631	36.4943895123828	28.1498203651904	47.296553979312
100	GENE_0723	199.230945580175	0.450439135902072	0.181917124355307	2.47606781108912	0.0132838345335241	0.133792386003216	202.251820756135	224.769573594795	296.001882420379	242.707872110406	185.630972941666	182.428028722317	159.95750493942	197.401470544253	179.135220505757	122.025109266625
101	GENE_0583	125.877912492598	-0.484858477078856	0.196862718470768	-2.46292686012487	0.0137808024385845	0.136443588500836	80.2456616765233	100.805748157665	147.442447092415	93.2989938488926	102.41708851954	119.96625801848	189.64034090756	143.489304219142	125.39465435403	156.07862813173
102	GENE_0216	159.930876794518	0.488607872183173	0.199429682474956	2.45002582423773	0.0142845969338429	0.140045067978851	201.432987473722	189.351337755615	168.665223567839	251.842039340368	119.486603272797	127.89791144119	159.95750493942	124.412691519487	148.426325561913	107.836143072831
